"Life expectancy at birth, total (years)","Estonia","77.0341463414634"
"Life expectancy at birth, total (years)","Ethiopia","64.0350243902439"
"Life expectancy at birth, total (years)","Faroe Islands","81.4853658536586"
"Life expectancy at birth, total (years)","Fiji","70.0891219512195"
"Life expectancy at birth, total (years)","Finland","81.1804878048781"
"Life expectancy at birth, total (years)","France","82.6707317073171"
"Life expectancy at birth, total (years)","French Polynesia","76.5416829268293"
"Life expectancy at birth, total (years)","Gabon","64.3833902439024"
"Life expectancy at birth, total (years)","Gambia, The","60.2284390243902"
"Life expectancy at birth, total (years)","Georgia","74.6686341463415"
"Life expectancy at birth, total (years)","Germany","81.090243902439"
"Life expectancy at birth, total (years)","Ghana","61.3116341463415"
"Life expectancy at birth, total (years)","Gibraltar",".."
"Life expectancy at birth, total (years)","Greece","81.4365853658537"
"Life expectancy at birth, total (years)","Greenland",".."
"Life expectancy at birth, total (years)","Grenada","73.3663170731707"
"Life expectancy at birth, total (years)","Guam","79.1260243902439"
"Life expectancy at birth, total (years)","Guatemala","71.7224146341463"
"Life expectancy at birth, total (years)","Guinea","58.7334390243902"
"Life expectancy at birth, total (years)","Guinea-Bissau","55.1600487804878"
"Life expectancy at birth, total (years)","Guyana","66.4064146341463"
"Life expectancy at birth, total (years)","Haiti","62.7474390243902"
"Life expectancy at birth, total (years)","Honduras","73.1357073170732"
"Life expectancy at birth, total (years)","Hong Kong SAR, China","83.9804878048781"
"Life expectancy at birth, total (years)","Hungary","75.7634146341463"
"Life expectancy at birth, total (years)","Iceland","82.8609756097561"
"Life expectancy at birth, total (years)","India","68.0138048780488"
"Life expectancy at birth, total (years)","Indonesia","68.8884878048781"
"Life expectancy at birth, total (years)","Iran, Islamic Rep.","75.3893170731708"
"Life expectancy at birth, total (years)","Iraq","69.3996829268293"
"Life expectancy at birth, total (years)","Ireland","81.3487804878049"
"Life expectancy at birth, total (years)","Isle of Man",".."
"Life expectancy at birth, total (years)","Israel","82.1536585365854"
"Life expectancy at birth, total (years)","Italy","83.090243902439"
"Life expectancy at birth, total (years)","Jamaica","75.6535121951219"
"Life expectancy at birth, total (years)","Japan","83.5878048780488"
"Life expectancy at birth, total (years)","Jordan","74.0521463414634"
"Life expectancy at birth, total (years)","Kazakhstan","71.62"
"Life expectancy at birth, total (years)","Kenya","61.5763658536585"
"Life expectancy at birth, total (years)","Kiribati","65.9516829268293"
"Life expectancy at birth, total (years)","Korea, Dem. People’s Rep.","70.0746829268293"
"Life expectancy at birth, total (years)","Korea, Rep.","82.1558536585366"
"Life expectancy at birth, total (years)","Kosovo","71.0975609756098"
"Life expectancy at birth, total (years)","Kuwait","74.5850243902439"
"Life expectancy at birth, total (years)","Kyrgyz Republic","70.4024390243902"
"Life expectancy at birth, total (years)","Lao PDR","66.1173658536586"
"Life expectancy at birth, total (years)","Latvia","74.1243902439024"
"Life expectancy at birth, total (years)","Lebanon","79.3730975609756"
"Life expectancy at birth, total (years)","Lesotho","49.7005853658537"
"Life expectancy at birth, total (years)","Liberia","60.8344146341464"
"Life expectancy at birth, total (years)","Libya","71.7161219512195"
"Life expectancy at birth, total (years)","Liechtenstein","82.0731707317073"
"Life expectancy at birth, total (years)","Lithuania","74.5170731707317"
"Life expectancy at birth, total (years)","Luxembourg","82.2292682926829"
"Life expectancy at birth, total (years)","Macao SAR, China","80.5530975609756"
"Life expectancy at birth, total (years)","Macedonia, FYR","75.3423902439024"
"Life expectancy at birth, total (years)","Madagascar","65.0856097560976"
"Life expectancy at birth, total (years)","Malawi","62.7216341463415"
"Life expectancy at birth, total (years)","Malaysia","74.7182926829268"
"Life expectancy at birth, total (years)","Maldives","76.7728292682927"
"Life expectancy at birth, total (years)","Mali","57.9862682926829"
"Life expectancy at birth, total (years)","Malta","81.9463414634146"
"Life expectancy at birth, total (years)","Marshall Islands",".."
"Life expectancy at birth, total (years)","Mauritania","63.0165853658537"
"Life expectancy at birth, total (years)","Mauritius","74.1943902439024"
"Life expectancy at birth, total (years)","Mexico","76.7218536585366"
"Life expectancy at birth, total (years)","Micronesia, Fed. Sts.","69.1010731707317"
"Life expectancy at birth, total (years)","Moldova","71.4558780487805"
"Life expectancy at birth, total (years)","Monaco",".."
"Life expectancy at birth, total (years)","Mongolia","69.4639024390244"
"Life expectancy at birth, total (years)","Montenegro","76.1807073170732"
"Life expectancy at birth, total (years)","Morocco","74.0160975609756"
"Life expectancy at birth, total (years)","Mozambique","55.0259512195122"
"Life expectancy at birth, total (years)","Myanmar","65.8578536585366"
"Life expectancy at birth, total (years)","Namibia","64.6801951219512"
"Life expectancy at birth, total (years)","Nauru",".."
"Life expectancy at birth, total (years)","Nepal","69.6046829268293"
"Life expectancy at birth, total (years)","Netherlands","81.7073170731707"
"Life expectancy at birth, total (years)","New Caledonia","77.5731707317073"
"Life expectancy at birth, total (years)","New Zealand","81.4048780487805"
"Life expectancy at birth, total (years)","Nicaragua","74.8101463414634"
"Life expectancy at birth, total (years)","Niger","61.4584878048781"
"Life expectancy at birth, total (years)","Nigeria","52.7542682926829"
"Life expectancy at birth, total (years)","Northern Mariana Islands",".."
"Life expectancy at birth, total (years)","Norway","82.1"
"Life expectancy at birth, total (years)","Oman","77.0850975609756"
"Life expectancy at birth, total (years)","Pakistan","66.1833658536585"
"Life expectancy at birth, total (years)","Palau",".."
"Life expectancy at birth, total (years)","Panama","77.5951463414634"
"Life expectancy at birth, total (years)","Papua New Guinea","62.6069268292683"
"Life expectancy at birth, total (years)","Paraguay","72.9217073170732"
"Life expectancy at birth, total (years)","Peru","74.5255365853659"
"Life expectancy at birth, total (years)","Philippines","68.2656341463415"
"Life expectancy at birth, total (years)","Poland","77.6024390243903"
"Life expectancy at birth, total (years)","Portugal","81.1219512195122"
"Life expectancy at birth, total (years)","Puerto Rico","79.3747317073171"
"Life expectancy at birth, total (years)","Qatar","78.5968048780488"
"Life expectancy at birth, total (years)","Romania","74.9609756097561"
"Life expectancy at birth, total (years)","Russian Federation","70.7436585365854"
"Life expectancy at birth, total (years)","Rwanda","63.9656585365854"
"Life expectancy at birth, total (years)","Samoa","73.5118292682927"
"Life expectancy at birth, total (years)","San Marino",".."
"Life expectancy at birth, total (years)","Sao Tome and Principe","66.3846097560976"
"Life expectancy at birth, total (years)","Saudi Arabia","74.3372195121951"
"Life expectancy at birth, total (years)","Senegal","66.3725853658537"
"Life expectancy at birth, total (years)","Serbia","75.3365853658537"
"Life expectancy at birth, total (years)","Seychelles","73.2292682926829"
"Life expectancy at birth, total (years)","Sierra Leone","50.8787804878049"
"Life expectancy at birth, total (years)","Singapore","82.4951219512195"
"Life expectancy at birth, total (years)","Sint Maarten (Dutch part)",".."
"Life expectancy at birth, total (years)","Slovak Republic","76.8121951219512"
"Life expectancy at birth, total (years)","Slovenia","81.0780487804878"
"Life expectancy at birth, total (years)","Solomon Islands","67.9308048780488"
"Life expectancy at birth, total (years)","Somalia","55.3548048780488"
"Life expectancy at birth, total (years)","South Africa","57.1821219512195"
"Life expectancy at birth, total (years)","South Sudan","55.6822195121951"
"Life expectancy at birth, total (years)","Spain","83.2292682926829"
"Life expectancy at birth, total (years)","Sri Lanka","74.7948048780488"
"Life expectancy at birth, total (years)","St. Kitts and Nevis",".."
"Life expectancy at birth, total (years)","St. Lucia","75.0468536585366"
"Life expectancy at birth, total (years)","St. Martin (French part)","79.3219512195122"
"Life expectancy at birth, total (years)","St. Vincent and the Grenadines","72.9368536585366"
"Life expectancy at birth, total (years)","Sudan","63.4585365853658"
"Life expectancy at birth, total (years)","Suriname","71.1514390243903"
"Life expectancy at birth, total (years)","Swaziland","48.9347317073171"
"Life expectancy at birth, total (years)","Sweden","82.2536585365854"
"Life expectancy at birth, total (years)","Switzerland","83.1975609756098"
"Life expectancy at birth, total (years)","Syrian Arab Republic","70.0710243902439"
"Life expectancy at birth, total (years)","Tajikistan","69.5979756097561"
"Life expectancy at birth, total (years)","Tanzania","64.9439024390244"
"Life expectancy at birth, total (years)","Thailand","74.4220243902439"
"Life expectancy at birth, total (years)","Timor-Leste","68.2591463414634"
"Life expectancy at birth, total (years)","Togo","59.6558048780488"
"Life expectancy at birth, total (years)","Tonga","72.7921951219512"
"Life expectancy at birth, total (years)","Trinidad and Tobago","70.4405609756098"
"Life expectancy at birth, total (years)","Tunisia","74.8353414634147"
"Life expectancy at birth, total (years)","Turkey","75.163512195122"
"Life expectancy at birth, total (years)","Turkmenistan","65.5985365853659"
"Life expectancy at birth, total (years)","Turks and Caicos Islands",".."
"Life expectancy at birth, total (years)","Tuvalu",".."
"Life expectancy at birth, total (years)","Uganda","58.4664146341464"
"Life expectancy at birth, total (years)","Ukraine","71.1865853658537"
"Life expectancy at birth, total (years)","United Arab Emirates","77.3681707317073"
"Life expectancy at birth, total (years)","United Kingdom","81.3048780487805"
"Life expectancy at birth, total (years)","United States","78.7414634146342"
"Life expectancy at birth, total (years)","Uruguay","76.9861463414634"
"Life expectancy at birth, total (years)","Uzbekistan","68.3390243902439"
"Life expectancy at birth, total (years)","Vanuatu","71.9183170731707"
"Life expectancy at birth, total (years)","Venezuela, RB","74.2361951219512"
"Life expectancy at birth, total (years)","Vietnam","75.6291219512195"
"Life expectancy at birth, total (years)","Virgin Islands (U.S.)","79.7731707317073"
"Life expectancy at birth, total (years)","West Bank and Gaza","72.9040243902439"
"Life expectancy at birth, total (years)","Yemen, Rep.","63.8181951219512"
"Life expectancy at birth, total (years)","Zambia","60.0470487804878"
"Life expectancy at birth, total (years)","Zimbabwe","57.4983170731707"
Health expenditure per capita (current US$),"Afghanistan","56.57452735"
Health expenditure per capita (current US$),"Albania","272.20429151"
Health expenditure per capita (current US$),"Algeria","361.7291743"
Health expenditure per capita (current US$),"American Samoa",".."
Health expenditure per capita (current US$),"Andorra","3746.33415672"
Health expenditure per capita (current US$),"Angola","179.35785371"
Health expenditure per capita (current US$),"Antigua and Barbuda","773.71224648"
Health expenditure per capita (current US$),"Argentina","605.1878448"
Health expenditure per capita (current US$),"Armenia","161.55238559"
Health expenditure per capita (current US$),"Aruba",".."
Health expenditure per capita (current US$),"Australia","6031.1074579"
Health expenditure per capita (current US$),"Austria","5580.49394331"
Health expenditure per capita (current US$),"Azerbaijan","471.41439556"
Health expenditure per capita (current US$),"Bahamas, The","1720.1594667"
Health expenditure per capita (current US$),"Bahrain","1242.84417722"
Health expenditure per capita (current US$),"Bangladesh","30.83346991"
Health expenditure per capita (current US$),"Barbados","1146.04169074"
Health expenditure per capita (current US$),"Belarus","450.21395576"
Health expenditure per capita (current US$),"Belgium","4884.06626139"
Health expenditure per capita (current US$),"Belize","278.57920932"
Health expenditure per capita (current US$),"Benin","37.88944806"
Health expenditure per capita (current US$),"Bermuda",".."
Health expenditure per capita (current US$),"Bhutan","88.79259723"
Health expenditure per capita (current US$),"Bolivia","208.78419416"
Health expenditure per capita (current US$),"Bosnia and Herzegovina","463.63992785"
Health expenditure per capita (current US$),"Botswana","385.31409704"
Health expenditure per capita (current US$),"Brazil","947.42769597"
Health expenditure per capita (current US$),"British Virgin Islands",".."
Health expenditure per capita (current US$),"Brunei Darussalam","957.60599801"
Health expenditure per capita (current US$),"Bulgaria","661.84652732"
Health expenditure per capita (current US$),"Burkina Faso","35.19599866"
Health expenditure per capita (current US$),"Burundi","21.55325396"
Health expenditure per capita (current US$),"Cabo Verde","173.30567196"
Health expenditure per capita (current US$),"Cambodia","61.28475128"
Health expenditure per capita (current US$),"Cameroon","58.6522027"
Health expenditure per capita (current US$),"Canada","5291.74613048"
Health expenditure per capita (current US$),"Cayman Islands",".."
Health expenditure per capita (current US$),"Central African Republic","15.5874302"
Health expenditure per capita (current US$),"Chad","37.10492956"
Health expenditure per capita (current US$),"Channel Islands",".."
Health expenditure per capita (current US$),"Chile","1137.35626532"
Health expenditure per capita (current US$),"China","419.73424056"
Health expenditure per capita (current US$),"Colombia","569.18529029"
Health expenditure per capita (current US$),"Comoros","56.76149624"
Health expenditure per capita (current US$),"Congo, Dem. Rep.","19.0536902"
Health expenditure per capita (current US$),"Congo, Rep.","161.63860055"
Health expenditure per capita (current US$),"Costa Rica","970.00203198"
Health expenditure per capita (current US$),"Cote d'Ivoire","88.37029761"
Health expenditure per capita (current US$),"Croatia","1050.33439069"
Health expenditure per capita (current US$),"Cuba","816.62353691"
Health expenditure per capita (current US$),"Curacao",".."
Health expenditure per capita (current US$),"Cyprus","1819.11299603"
Health expenditure per capita (current US$),"Czech Republic","1378.52120249"
Health expenditure per capita (current US$),"Denmark","6463.24321801"
Health expenditure per capita (current US$),"Djibouti","190.76010741"
Health expenditure per capita (current US$),"Dominica","407.8128301"
Health expenditure per capita (current US$),"Dominican Republic","268.9943173"
Health expenditure per capita (current US$),"Ecuador","579.19244452"
Health expenditure per capita (current US$),"Egypt, Arab Rep.","177.76836063"
Health expenditure per capita (current US$),"El Salvador","279.64672825"
Health expenditure per capita (current US$),"Equatorial Guinea","663.05422937"
Health expenditure per capita (current US$),"Eritrea","25.20042878"
Health expenditure per capita (current US$),"Estonia","1248.27963176"
Health expenditure per capita (current US$),"Ethiopia","26.64777614"
Health expenditure per capita (current US$),"Faroe Islands",".."
Health expenditure per capita (current US$),"Fiji","204.01121166"
Health expenditure per capita (current US$),"Finland","4612.29045597"
Health expenditure per capita (current US$),"France","4958.98922627"
Health expenditure per capita (current US$),"French Polynesia",".."
Health expenditure per capita (current US$),"Gabon","321.33009074"
Health expenditure per capita (current US$),"Gambia, The","30.72368182"
Health expenditure per capita (current US$),"Georgia","302.6006332"
Health expenditure per capita (current US$),"Germany","5410.63463897"
Health expenditure per capita (current US$),"Ghana","57.89263246"
Health expenditure per capita (current US$),"Gibraltar",".."
Health expenditure per capita (current US$),"Greece","1743.03753324"
Health expenditure per capita (current US$),"Greenland",".."
Health expenditure per capita (current US$),"Grenada","505.8299094"
Health expenditure per capita (current US$),"Guam",".."
Health expenditure per capita (current US$),"Guatemala","232.62522721"
Health expenditure per capita (current US$),"Guinea","30.46022073"
Health expenditure per capita (current US$),"Guinea-Bissau","37.27708811"
Health expenditure per capita (current US$),"Guyana","221.78327027"
Health expenditure per capita (current US$),"Haiti","61.45512168"
Health expenditure per capita (current US$),"Honduras","212.31515084"
Health expenditure per capita (current US$),"Hong Kong SAR, China",".."
Health expenditure per capita (current US$),"Hungary","1036.62385868"
Health expenditure per capita (current US$),"Iceland","4661.62136172"
Health expenditure per capita (current US$),"India","74.99460433"
Health expenditure per capita (current US$),"Indonesia","99.41035911"
Health expenditure per capita (current US$),"Iran, Islamic Rep.","350.7386071"
Health expenditure per capita (current US$),"Iraq","292.00437883"
Health expenditure per capita (current US$),"Ireland","4239.15448853"
Health expenditure per capita (current US$),"Isle of Man",".."
Health expenditure per capita (current US$),"Israel","2910.28863726"
Health expenditure per capita (current US$),"Italy","3257.7534099"
Health expenditure per capita (current US$),"Jamaica","266.19011641"
Health expenditure per capita (current US$),"Japan","3702.95277544"
Health expenditure per capita (current US$),"Jordan","358.9124715"
Health expenditure per capita (current US$),"Kazakhstan","538.78277714"
Health expenditure per capita (current US$),"Kenya","77.69658603"
Health expenditure per capita (current US$),"Kiribati","154.17174778"
Health expenditure per capita (current US$),"Korea, Dem. People’s Rep.",".."
Health expenditure per capita (current US$),"Korea, Rep.","2060.24849705"
Health expenditure per capita (current US$),"Kosovo",".."
Health expenditure per capita (current US$),"Kuwait","1385.77693451"
Health expenditure per capita (current US$),"Kyrgyz Republic","81.5662616"
Health expenditure per capita (current US$),"Lao PDR","32.56967352"
Health expenditure per capita (current US$),"Latvia","920.70376543"
Health expenditure per capita (current US$),"Lebanon","568.71483189"
Health expenditure per capita (current US$),"Lesotho","105.11275284"
Health expenditure per capita (current US$),"Liberia","46.27042196"
Health expenditure per capita (current US$),"Libya","371.72187035"
Health expenditure per capita (current US$),"Liechtenstein",".."
Health expenditure per capita (current US$),"Lithuania","1063.42118281"
Health expenditure per capita (current US$),"Luxembourg","8137.5208061"
Health expenditure per capita (current US$),"Macao SAR, China",".."
Health expenditure per capita (current US$),"Macedonia, FYR","353.92534247"
Health expenditure per capita (current US$),"Madagascar","13.67082999"
Health expenditure per capita (current US$),"Malawi","29.01885819"
Health expenditure per capita (current US$),"Malaysia","455.82552547"
Health expenditure per capita (current US$),"Maldives","1165.12515007"
Health expenditure per capita (current US$),"Mali","47.76513899"
Health expenditure per capita (current US$),"Malta","2470.59850992"
Health expenditure per capita (current US$),"Marshall Islands","625.20217954"
Health expenditure per capita (current US$),"Mauritania","48.83750877"
Health expenditure per capita (current US$),"Mauritius","482.45417272"
Health expenditure per capita (current US$),"Mexico","677.18998669"
Health expenditure per capita (current US$),"Micronesia, Fed. Sts.","414.98578282"
Health expenditure per capita (current US$),"Moldova","228.84667106"
Health expenditure per capita (current US$),"Monaco","8148.80835769"
Health expenditure per capita (current US$),"Mongolia","195.33347873"
Health expenditure per capita (current US$),"Montenegro","457.66493632"
Health expenditure per capita (current US$),"Morocco","190.05396963"
Health expenditure per capita (current US$),"Mozambique","41.99657338"
Health expenditure per capita (current US$),"Myanmar","20.28780579"
Health expenditure per capita (current US$),"Namibia","499.01568382"
Health expenditure per capita (current US$),"Nauru","516.4416809"
Health expenditure per capita (current US$),"Nepal","39.86817954"
Health expenditure per capita (current US$),"Netherlands","5693.85992057"
Health expenditure per capita (current US$),"New Caledonia",".."
Health expenditure per capita (current US$),"New Zealand","4896.34802527"
Health expenditure per capita (current US$),"Nicaragua","177.46289523"
Health expenditure per capita (current US$),"Niger","24.39611462"
Health expenditure per capita (current US$),"Nigeria","117.52054496"
Health expenditure per capita (current US$),"Northern Mariana Islands",".."
Health expenditure per capita (current US$),"Norway","9522.22165832"
Health expenditure per capita (current US$),"Oman","675.04339353"
Health expenditure per capita (current US$),"Pakistan","36.15485065"
Health expenditure per capita (current US$),"Palau","1150.30217177"
Health expenditure per capita (current US$),"Panama","958.98176617"
Health expenditure per capita (current US$),"Papua New Guinea","92.35819164"
Health expenditure per capita (current US$),"Paraguay","464.09236338"
Health expenditure per capita (current US$),"Peru","358.5769444"
Health expenditure per capita (current US$),"Philippines","135.20222581"
Health expenditure per capita (current US$),"Poland","910.28378029"
Health expenditure per capita (current US$),"Portugal","2096.82317586"
Health expenditure per capita (current US$),"Puerto Rico",".."
Health expenditure per capita (current US$),"Qatar","2106.35550287"
Health expenditure per capita (current US$),"Romania","556.80968473"
Health expenditure per capita (current US$),"Russian Federation","892.85156292"
Health expenditure per capita (current US$),"Rwanda","52.48366269"
Health expenditure per capita (current US$),"Samoa","301.09711263"
Health expenditure per capita (current US$),"San Marino","3459.0665367"
Health expenditure per capita (current US$),"Sao Tome and Principe","165.55371735"
Health expenditure per capita (current US$),"Saudi Arabia","1147.44557652"
Health expenditure per capita (current US$),"Senegal","49.53139304"
Health expenditure per capita (current US$),"Serbia","632.92484151"
Health expenditure per capita (current US$),"Seychelles","494.12828419"
Health expenditure per capita (current US$),"Sierra Leone","85.90729075"
Health expenditure per capita (current US$),"Singapore","2752.32043947"
Health expenditure per capita (current US$),"Sint Maarten (Dutch part)",".."
Health expenditure per capita (current US$),"Slovak Republic","1454.81013033"
Health expenditure per capita (current US$),"Slovenia","2160.7467006"
Health expenditure per capita (current US$),"Solomon Islands","102.24312551"
Health expenditure per capita (current US$),"Somalia",".."
Health expenditure per capita (current US$),"South Africa","570.20607359"
Health expenditure per capita (current US$),"South Sudan","30.04834312"
Health expenditure per capita (current US$),"Spain","2658.27042388"
Health expenditure per capita (current US$),"Sri Lanka","127.33174445"
Health expenditure per capita (current US$),"St. Kitts and Nevis","770.53685321"
Health expenditure per capita (current US$),"St. Lucia","499.57022819"
Health expenditure per capita (current US$),"St. Martin (French part)",".."
Health expenditure per capita (current US$),"St. Vincent and the Grenadines","575.05734597"
Health expenditure per capita (current US$),"Sudan","129.84387706"
Health expenditure per capita (current US$),"Suriname","588.62778397"
Health expenditure per capita (current US$),"Swaziland","247.89642482"
Health expenditure per capita (current US$),"Sweden","6807.71777756"
Health expenditure per capita (current US$),"Switzerland","9673.5235346"
Health expenditure per capita (current US$),"Syrian Arab Republic","66.45497393"
Health expenditure per capita (current US$),"Tajikistan","76.39130143"
Health expenditure per capita (current US$),"Tanzania","51.71747631"
Health expenditure per capita (current US$),"Thailand","227.517154820332"
Health expenditure per capita (current US$),"Timor-Leste","57.08171056"
Health expenditure per capita (current US$),"Togo","33.89092289"
Health expenditure per capita (current US$),"Tonga","212.97503549"
Health expenditure per capita (current US$),"Trinidad and Tobago","1136.30552886"
Health expenditure per capita (current US$),"Tunisia","305.305519"
Health expenditure per capita (current US$),"Turkey","567.63112672"
Health expenditure per capita (current US$),"Turkmenistan","186.71622853"
Health expenditure per capita (current US$),"Turks and Caicos Islands",".."
Health expenditure per capita (current US$),"Tuvalu","632.84116105"
Health expenditure per capita (current US$),"Uganda","52.29424027"
Health expenditure per capita (current US$),"Ukraine","202.6585798"
Health expenditure per capita (current US$),"United Arab Emirates","1610.79897995"
Health expenditure per capita (current US$),"United Kingdom","3934.82356101"
Health expenditure per capita (current US$),"United States","9402.53697133"
Health expenditure per capita (current US$),"Uruguay","1442.27645098"
Health expenditure per capita (current US$),"Uzbekistan","124.10909747"
Health expenditure per capita (current US$),"Vanuatu","157.51068884"
Health expenditure per capita (current US$),"Venezuela, RB","873.38432219"
Health expenditure per capita (current US$),"Vietnam","142.37388905"
Health expenditure per capita (current US$),"Virgin Islands (U.S.)",".."
Health expenditure per capita (current US$),"West Bank and Gaza",".."
Health expenditure per capita (current US$),"Yemen, Rep.","79.93696624"
Health expenditure per capita (current US$),"Zambia","85.85307416"
Health expenditure per capita (current US$),"Zimbabwe","57.71045218"
"Health expenditure, private (% of GDP)","Afghanistan","5.24944009755562"
"Health expenditure, private (% of GDP)","Albania","2.94673215454404"
"Health expenditure, private (% of GDP)","Algeria","1.96303251044821"
"Health expenditure, private (% of GDP)","American Samoa",".."
"Health expenditure, private (% of GDP)","Andorra","1.78568960620004"
"Health expenditure, private (% of GDP)","Angola","1.18207073517153"
"Health expenditure, private (% of GDP)","Antigua and Barbuda","1.7570724341349"
"Health expenditure, private (% of GDP)","Argentina","2.13324236241254"
"Health expenditure, private (% of GDP)","Armenia","2.5544737532045"
"Health expenditure, private (% of GDP)","Aruba",".."
"Health expenditure, private (% of GDP)","Australia","3.10570758169405"
"Health expenditure, private (% of GDP)","Austria","2.48044756001202"
"Health expenditure, private (% of GDP)","Azerbaijan","4.80589572105364"
"Health expenditure, private (% of GDP)","Bahamas, The","4.19169219371907"
"Health expenditure, private (% of GDP)","Bahrain","1.8302960833183"
"Health expenditure, private (% of GDP)","Bangladesh","2.0324660506963"
"Health expenditure, private (% of GDP)","Barbados","2.72467078108594"
"Health expenditure, private (% of GDP)","Belarus","1.94596632891519"
"Health expenditure, private (% of GDP)","Belgium","2.3447614308535"
"Health expenditure, private (% of GDP)","Belize","1.90929219488663"
"Health expenditure, private (% of GDP)","Benin","2.3431002240023"
"Health expenditure, private (% of GDP)","Bermuda",".."
"Health expenditure, private (% of GDP)","Bhutan","0.957975156279175"
"Health expenditure, private (% of GDP)","Bolivia","1.76944975310932"
"Health expenditure, private (% of GDP)","Bosnia and Herzegovina","2.75893888844644"
"Health expenditure, private (% of GDP)","Botswana","2.2181181651861"
"Health expenditure, private (% of GDP)","Brazil","4.49107370511541"
"Health expenditure, private (% of GDP)","British Virgin Islands",".."
"Health expenditure, private (% of GDP)","Brunei Darussalam","0.162595013269004"
"Health expenditure, private (% of GDP)","Bulgaria","3.83528179969148"
"Health expenditure, private (% of GDP)","Burkina Faso","2.36628949058281"
"Health expenditure, private (% of GDP)","Burundi","3.56183783299187"
"Health expenditure, private (% of GDP)","Cabo Verde","1.20246921741011"
"Health expenditure, private (% of GDP)","Cambodia","4.42459653889816"
"Health expenditure, private (% of GDP)","Cameroon","3.1650378885995"
"Health expenditure, private (% of GDP)","Canada","3.03765011431999"
"Health expenditure, private (% of GDP)","Cayman Islands",".."
